LOCATION CODE,REAL PROPERTY ASSET NAME,GSA REGION,STREET ADDRESS,CITY,STATE,ZIP CODE,LATITUDE,LONGITUDE,BUILDING RENATABLE SQUARE FEET,CONSTRUCTION DATE,CONGRESSIONAL DISTRICT,CONGRESSIONAL DISTRICT REPRESENTATIVE NAME,BUILDING STATUS,REAL PROPERTY ASSET TYPE,,
ND1278,Bismarck Municipal Airport,8,2301 University Dr,Bismarck,ND,58504,46.77619,-100.762,890,2000,3800,Kelly Armstrong,Active,Building,,
VT8121,Credit Union Of Vermont,1,2-8 S Main St,Rutland,VT,5701,43.60656,-72.971781,2767,2010,5000,Becca Balint,Active,Building,,
OK1521,12301 N Kelley Ave,7,12301 N Kelley Ave,Oklahoma City,OK,73131,35.594838,-97.496235,22780,2013,4005,Stephanie Bice,Active,Building,,
GA0044,Sidney O. Smith Jr. Federal Building And U.S. Courthouse,4,121 Spring St Se,Gainesville,GA,30501,34.29986,-83.825871,48227.22,1910,1309,Andrew Clyde,Active,Building,,
MD0752,209 Perry Parkway,11,209 Perry Pkwy,Gaithersburg,MD,20877,39.14366,-77.209521,21268,2000,2406,David Trone,Active,Building,,
WA7321,Park Place Bldg,10,1200 6Th Ave,Seattle,WA,98101,47.6090892,-122.33203,177175,2000,5307,Pramila Jayapal,Active,Building,,
TX2912,The Terrace At Solana,7,1600 Solana Blvd.,Westlake,TX,75262,32.981098,-97.177895,19865,2000,4824,Beth Van Duyne,Active,Building,,
TX3026,510 Austin Ave,7,510 Austin Ave,Waco,TX,76701,31.556214,-97.132014,6004,2000,4817,Pete Sessions,Active,Building,,
DC1404,Lab Extension - Nebraska Avenue Complex,11,3801 Nebraska Ave Nw,Washington,DC,20016,38.9396163,-77.084372,29894.06,1944,1198,Eleanor Norton,Active,Building,,
NM1448,Farmington Old Post Office,7,304 N Auburn Ave,Farmington,NM,87401,36.732024,-108.21032,9252,2000,3503,Teresa Leger Fernandez,Active,Building,,
MN1701,Lowertown Ramp,5,316 Jackson St,St. Paul,MN,55101,44.9469369,-93.088324,0,2008,2704,Betty McCollum,Active,Structure,,
NM0512,Blm Bldg Nm0512,7,1800 12Th St Nw,Albuquerque,NM,87104,35.104782,-106.6572,3873.08,1965,3501,Melanie Stansbury,Active,Building,,
DC1372,3030-3070 V Street,11,3030-3070 V Street Ne,Washington,DC,20018,38.9188718,-76.965394,106558,2000,1198,Eleanor Norton,Active,Building,,
CA8471,Park 55,9,1241 E Dyer Rd,Santa Ana,CA,92705,33.711939,-117.85521,66885,2000,646,J. Correa,Active,Building,,
GA0666,Fema Warehouse,4,432 S Pinetree Blvd,Thomasville,GA,31792,30.8126444,-83.986988,8758.01,1943,1302,Sanford Bishop,Active,Building,,
NY7704,"Pier 40, 353 West Street, New York, Ny 10014-3674",2,353 West St,New York,NY,10014,40.7297448,-74.0104086,0,2023,3610,Daniel Goldman,Active,Building,,
CA8220,333 Bush,9,333 Bush St,San Francisco,CA,94104,37.79059,-122.40306,34991,2000,611,Nancy Pelosi,Active,Building,,
GA0121,Richard B. Russell,4,75 Ted Turner Dr Sw,Atlanta,GA,30303,33.75324,-84.395531,1022499.88,1979,1305,Nikema Williams,Active,Building,,
OH2317,New Ssa Location,5,120 E 4Th St,East Liverpool,OH,43920,40.61819,-80.579711,7000,2000,3906,Bill Johnson,Active,Building,,
FL3040,Melbourne International Airpor,4,1 Air Terminal Pkwy,Melbourne,FL,32901,28.0973638,-80.630332,1623,2000,1208,Bill Posey,Active,Building,,
MN0094,Secondary Inspection,5,Highway 61 North,Grand Portage,MN,55605,47.932976,-89.71563,1491.89,2009,2708,Pete Stauber,Active,Building,,
CA6553,2216 West Beverly Bl,9,2216 W Beverly Blvd,Montebello,CA,90640,34.0209162,-118.12312,10535,2005,638,Linda Sanchez,Active,Building,,
AL2077,Usace,4,201 St Michael St,Mobile,AL,36602,30.6930422,-88.043624,23860,2000,101,Jerry Carl,Active,Building,,
FL2222,Breckenridge,4,5911 Breckenridge Pkwy,Tampa,FL,33610,28.001781,-82.357484,3220,2000,1214,Kathy Castor,Active,Building,,
CA5754,Hamilton Plaza,9,770 W Hamilton Ave,Campbell,CA,95008,37.2938,-121.96274,0,1980,616,Anna Eshoo,Active,Building,,
OR6729,Machineworks,10,1414 Nw Northrup St,Portland,OR,97209,45.5311668,-122.68591,19431,2007,4101,Suzanne Bonamici,Active,Building,,
OR6679,Ssa Medford,10,3501 Excel Dr,Medford,OR,97504,42.3652921,-122.86241,14431,2000,4102,Cliff Bentz,Active,Building,,
TX2984,40 West Twohig Avenue,7,40 W Twohig Ave,San Angelo,TX,76903,31.46104,-100.43782,7130,2000,4811,August Pfluger,Active,Building,,
DC0290,National Square- 500 D St Sw,11,500 D St Nw,Washington,DC,20001,38.89477,-77.019421,349701,2000,1198,Eleanor Norton,Active,Building,,
NY7633,"11 Stonebreak Road, Malta Ny 12020",2,11 Stonebreak Rd,Malta,NY,12020,42.96519,-73.788191,16544,2000,3620,Paul Tonko,Active,Building,,
VT0062,"Lpoe Wastewater Treatment, Highgate Springs",1,482 Welcome Center Road,Highgate Springs,VT,5460,45.011467,-73.087383,1456.89,1997,5000,Becca Balint,Active,Building,,
KS1616,550 West Douglas Avenue,6,550 W Douglas Ave,Wichita,KS,67203,37.68479,-97.346251,12497,2000,2004,Ron Estes,Active,Building,,
FL3433,"Va Lakeland, Fl",4,2080 Meadowland Park Blvd,Lakeland,FL,33803,28.0189773,-81.9589621,120573,2023,1215,Laurel Lee,Active,Building,,
NJ4597,Newark Streets Acquisition,2,34 Orchard St,Newark,NJ,7102,40.72907,-74.173911,0,2000,3408,Robert Menendez,Active,Structure,,
NC2346,"Social Security Administration, Mount Airy, Nc",4,1187 Andy Griffin Parkway,Mount Airy,NC,27030,36.46126,-80.56139,7500,2000,3705,Virginia Foxx,Active,Building,,
NY7144,30 Staats Street,2,30 Staats St,Buffalo,NY,14202,42.88786,-78.880721,23173,2000,3626,Brian Higgins,Active,Building,,
IL2479,Williamson Regional Airport,5,10400 Terminal Dr,Marion,IL,62959,37.74677,-89.010121,820,2000,1712,Mike Bost,Active,Building,,
NC2213,Social Security Adm. Building,4,1528 S 16Th St,Wilmington,NC,28401,34.21727,-77.927271,12889,2000,3707,David Rouzer,Active,Building,,
TX0280,Usbs J&L Laredo Bus Reload Canopy,7,Terminiation I-35,Laredo,TX,78040,27.504368,-99.503456,14489.95,2018,4828,Henry Cuellar,Active,Structure,,
FL0061,Claude Pepper Fb,4,51 Sw 1St Ave,Miami,FL,33130,25.77371,-80.195261,256363.95,1964,1227,Maria Salazar,Active,Building,,
DC1465,St E; 69; E Building,11,2701 Martin Luther King Jr Ave Se,Washington,DC,20032,38.85361,-77.000351,0,1902,1198,Eleanor Norton,Active,Building,,
NJ5093,One Port Center,3,2 Riverside Dr,Camden,NJ,8103,39.944466,-75.128958,3940,1996,3401,Donald Norcross,Active,Building,,
NH0012,Vacant Land - Pease Tradeport,1,Oak Ave,Portsmouth,NH,3801,43.0761017,-70.796269,0,2023,3301,Chris Pappas,Active,Building,,
NY7336,Terminal One Jfk Airport,2,John F Kennedy Int'L Airport,Jamaica,NY,11430,40.64244,-73.78122,668,2000,3605,Gregory Meeks,Active,Building,,
FL3023,"Tsa Tampa International Airport, Tampa, Fl",4,4100 George J Bean Pkwy,Tampa,FL,33607,27.9771419,-82.533229,3117,2000,1214,Kathy Castor,Active,Building,,
TX0112,Usbs Convent Laredo Primary/Secondary Inspection Canopy,7,100 Convent Ave,Laredo,TX,78040,27.5012924,-99.507577,14113.97,2018,4828,Henry Cuellar,Active,Structure,,
VA3009,The Sun Trust Center,3,919 E Main St,Richmond,VA,23219,37.53758,-77.435941,29333,2000,5104,Jennifer McClellan,Active,Building,,
NJ5057,1423 Tilton Road,3,1423 Tilton Rd,Northfield,NJ,8225,39.37199,-74.553891,1633,2000,3402,Jefferson Van Drew,Active,Building,,
OH2346,Medina Oh Social Security Administration,5,4035 N Jefferson St,Medina,OH,44256,41.162385,-81.858026,5700,2007,3907,Max Miller,Active,Building,,
OH2308,Cleveland Oh Airport Terminal Building,5,5300 Riverside Dr,Cleveland,OH,44135,41.41054,-81.833141,4442,2000,3911,Shontel Brown,Active,Building,,
WY1319,1860 N Loop Avenue,8,1860 N Loop Ave,Casper,WY,82601,42.87031,-106.346,2600,2000,5600,Harriet Hageman,Active,Building,,
FL2623,West Garden Street Bldg,4,411 W Garden St,Pensacola,FL,32502,30.41114,-87.222481,18137,2000,1201,Matt Gaetz,Active,Building,,
MD0338,B3-Research Fac Lamb,11,8501D Muirkirk Rd,Laurel,MD,20708,39.055894,-76.859554,4828.46,1996,2404,Glenn Ivey,Active,Building,,
CA7340,Green Valley Technical Plaza,9,5253 Business Center Dr,Fairfield,CA,94534,38.21246,-122.14793,19413,1999,608,John Garamendi,Active,Building,,
RI7154,One Financial Plaza - Providence,1,1 Financial Plz,Providence,RI,2903,41.8252398,-71.409507,31063,1973,4402,Seth Magaziner,Active,Building,,
MO2043,Space Center Summit Ii,6,5351 Lees Summit Rd,Kansas City,MO,64064,39.0085641,-94.387916,132785,2000,2905,Emanuel Cleaver,Active,Building,,
NY7288,2 Metro Tech Center,2,100 Myrtle Ave,Brooklyn,NY,11201,40.69329,-73.985721,67567,1991,3607,Nydia Velazquez,Active,Building,,
VA0321,Av Bryan Sr Courthouse,3,2100 Jamieson Ave,Alexandria,VA,22314,38.802294,-77.066181,310341.51,1995,5108,Donald Beyer,Active,Building,,
VA3029,600 Southlake,3,600 Southlake Blvd,Richmond,VA,23236,37.50112,-77.597831,9457,2000,5101,Robert Wittman,Active,Building,,
CO0515,Dfc Bldg 40,8,W 6Th Ave & Kipling St,Lakewood,CO,80225,39.71762,-105.116,46625.06,1940,807,Brittany Pettersen,Active,Building,,
NC1223,Stirrup Creek,4,4024 Stirrup Creek Dr,Durham,NC,27703,35.9181,-78.840931,18475,2000,3704,Valerie Foushee,Active,Building,,
CA8428,Griffin Towers,9,5 Hutton Centre Dr,Santa Ana,CA,92707,33.69623,-117.86506,8156,2000,646,J. Correa,Active,Building,,
OR6359,The Equitable Center,10,530 Center St Ne,Salem,OR,97301,44.942526,-123.03523,15878,2000,4106,Andrea Salinas,Active,Building,,
MI3059,140 N. Crooks Road,5,140 N. Crooks Rd.,Clawson,MI,48017,42.533471,-83.16587,11777,2000,2611,Haley Stevens,Active,Building,,
VA0324,Heritage Center 4,11,7619 Little River Tpke,Annandale,VA,22003,38.83209,-77.209851,84230,2000,5108,Donald Beyer,Active,Building,,
TX1859,Abrams Centre,7,9330 Lbj Fwy,Dallas,TX,75243,32.91224,-96.739091,2077,2000,4832,Colin Allred,Active,Building,,
ND1360,Capital Square Building,8,1665 43Rd St S,Fargo,ND,58103,46.85628,-96.8542,8834,2009,3800,Kelly Armstrong,Active,Building,,
UT1550,Sorenson Research Park 7,8,4246 S Riverboat Rd,Salt Lake City,UT,84123,40.6773541,-111.9173445,11444,2000,4904,Burgess Owens,Active,Building,,
MN1604,Bln Office Park,5,2001 Killebrew Dr,Bloomington,MN,55425,44.85121,-93.244371,24673,2000,2703,Dean Phillips,Active,Building,,
NC1132,500 Hwy 70,4,500 Us-70 W,Havelock,NC,28532,34.90986,-76.934871,31473,2000,3703,Gregory Murphy,Active,Building,,
PA0843,Pullman Square Building,3,102 Woody Dr,Butler,PA,16001,40.85509,-79.909321,6677,2009,4216,Mike Kelly,Active,Building,,
UT1434,Scowcroft Building,8,105 23Rd St,Ogden,UT,84401,41.22449,-111.978,102579,2000,4901,Blake Moore,Active,Building,,
DC0364,650 Mass. Ave. N.W.,11,650 Massachusetts Ave Nw,Washington,DC,20001,38.90143,-77.020911,0,2000,1198,Eleanor Norton,Active,Building,,
DC0093,Forrestal,11,1000 Independence Ave Sw,Washington,DC,20585,38.8870589,-77.025934,1445097.07,1968,1198,Eleanor Norton,Active,Building,,
PA0753,Parkview Tower,3,1150 1St Ave,King Of Prussia,PA,19406,40.09634,-75.414141,3109,2000,4204,Madeleine Dean,Active,Building,,
MT0557,Piegan Poe - Non Commercial Sec Inspection Bldg,8,5023 Us Highway 89 W,Babb,MT,59411,48.99644,-113.38,3533.41,2000,3001,Ryan Zinke,Active,Building,,
VA0754,Mast One @ The Mast Center,3,1040 University Blvd,Portsmouth,VA,23703,36.8698049,-76.417199,5730,2007,5103,Robert Scott,Active,Building,,
NY7106,1 Winners Circle,2,1 Winners Cir,Albany,NY,12205,42.71869,-73.797431,3824,2000,3620,Paul Tonko,Active,Building,,
AL2070,4890 University Square,4,4890 University Sq,Huntsville,AL,35816,34.74341,-86.653951,7934,2000,105,Dale Strong,Active,Building,,
IL2454,Parkway Pointe,5,3101 Constitution Dr,Springfield,IL,62704,39.7496,-89.713071,24996,2000,1713,Nikki Budzinski,Active,Building,,
NC2685,"Market Square Center, Fayetteville, Nc",4,107 Hay St,Fayetteville,NC,28301,35.0524,-78.878961,6229,1912,3707,David Rouzer,Active,Building,,
GA2031,"Heritage Place, Tucker, Ga",4,4500 Hugh Howell Rd,Tucker,GA,30084,33.85028,-84.204191,5265,2000,1304,Henry Johnson,Active,Building,,
AR1202,1200 Cherry Brook,7,1200 Cherry Brook Dr,Little Rock,AR,72211,34.74317,-92.410451,7559,2000,502,J. Hill,Active,Building,,
MO1964,"Hunt Midwest, Subtrop Bldg 81C",6,8600 Ne Underground Dr,Kansas City,MO,64161,39.1572445,-94.478226,513369,2000,2905,Emanuel Cleaver,Active,Building,,
MO1902,Ray Bldg Leased Parking Lot,6,1222 Spruce St,St. Louis,MO,63103,38.6243332,-90.199899,0,2000,2901,Cori Bush,Active,Structure,,
TX2150,Warehouse Tx2150,7,1720 Myrtle Ave,El Paso,TX,79901,31.76818,-106.47038,6000,2000,4816,Veronica Escobar,Active,Building,,
TX0020,Usbs Donna Admin Bldg,7,7801 S. International Blvd,Donna,TX,78537,26.069942,-98.071747,19643.39,2010,4834,Vicente Gonzalez,Active,Building,,
WY1357,Forest Service S.O. Office,8,808 Meadow Lane Ave,Cody,WY,82414,44.5148551,-109.069848,13409,2000,5600,Harriet Hageman,Active,Building,,
LA1280,Bluebonnet Centre,7,9100 Bluebonnet Centre Blvd,Baton Rouge,LA,70809,30.39741,-91.086511,8041,2000,2206,Garret Graves,Active,Building,,
CA7851,626 L Street,9,626 L St,Chula Vista,CA,91911,32.61633,-117.08484,13359,2007,652,Juan Vargas,Active,Building,,
LA0006,Baton Rouge Fed Bldg/Courthous,7,707 Florida St,Baton Rouge,LA,70801,30.45003,-91.182221,53448.87,1933,2206,Garret Graves,Active,Building,,
AZ0015,James A. Walsh Courthouse,9,38 S Scott Ave,Tucson,AZ,85701,32.22141,-110.9701,68468.27,1930,407,Raul Grijalva,Active,Building,,
MA5826,Edmond Professional Building,1,104 Dean St,Town Of Dighton,MA,2780,41.90512,-71.075011,11673,2009,2504,Jake Auchincloss,Active,Building,,
CA8273,"Commerce Plaza - Commerce, Ca",9,5701 S Eastern Ave,Commerce,CA,90040,33.98684,-118.16297,3961,2000,642,Robert Garcia,Active,Building,,
DC0110,St E; 66; K Building,11,2701 Martin Luther King Jr Ave Se,Washington,DC,20032,38.85361,-77.000351,0,1902,1198,Eleanor Norton,Active,Building,,
OH2337,Newark Ohio Industrial Park,5,96 Integrity Dr,Hebron,OH,43025,39.9681959,-82.487239,3682,2000,3912,Troy Balderson,Active,Building,,
VT8116,Schoolhouse Bldg,1,481 Summer St,St. Johnsbury,VT,5819,44.42234,-72.021411,5712,2000,5000,Becca Balint,Active,Building,,
TX0579,Usbs Los Tomates New Kennel,7,3300 S Expressway 77/83,Brownsville,TX,78521,25.889481,-97.475193,8674.67,2021,4834,Vicente Gonzalez,Active,Building,,
WA8051,Friday Harbor Center,10,100 1St St,Friday Harbor,WA,98250,48.5347666,-123.01562,5084,2000,5302,Rick Larsen,Active,Building,,
VA0873,Cedar Hill Ii,11,2230 Gallows Rd,Dunn Loring,VA,22027,38.89925,-77.224861,48792,2000,5111,Gerald Connolly,Active,Building,,
NJ4573,Sea-Land Building (On-Airport),2,1210 Corbin St,Elizabeth,NJ,7201,40.6853917,-74.162807,92553,2000,3408,Robert Menendez,Active,Building,,
CA6628,1120 W. Laveta Ave,9,1120 W La Veta Ave,Orange,CA,92868,33.77952,-117.86441,18644,1985,646,J. Correa,Active,Building,,
OH2509,423 Heatherhill Lane,5,423 Heatherhill Ln,Cincinnati,OH,45206,39.126861,-84.466539,2260,2000,3901,Greg Landsman,Active,Building,,
MD0258,The Hamptons,11,9240 Hampton Overlook,Capitol Heights,MD,20743,38.88725,-76.847091,31679,2000,2404,Glenn Ivey,Active,Building,,
ME4130,Bayside Square,1,68 Marginal Way,Portland,ME,4101,43.6617596,-70.265588,4323,2002,2301,Chellie Pingree,Active,Building,,
FL3219,Sky Dive City,4,4241 Sky Dive Ln,Zephyrhills,FL,33542,28.21926,-82.150391,0,,1215,Laurel Lee,Active,Land,,
TX1956,Usbs Roma Administration Building,7,"405 N Estrella, Suite B",Roma-Los Saenz,TX,78584,26.581,-98.986936,11789,1988,4828,Henry Cuellar,Active,Building,,
AZ8477,Ice Scottsdale,9,14641 N 74Th St,Scottsdale,AZ,85260,33.618744,-111.92035,52004,2000,401,David Schweikert,Active,Building,,
WY1314,Gillette-Campbell Co Airport,8,2000 Airport Rd,Gillette,WY,82716,44.34827,-105.532,703,2000,5600,Harriet Hageman,Active,Building,,
MD1102,North East Commerce Center,3,4 Center Dr,North East,MD,21901,39.62853,-75.948031,191673,1999,2401,Andy Harris,Active,Building,,
NM1573,Nz Commercial Building,7,1601 Randolph Ct Se,Albuquerque,NM,87106,35.053389,-106.63019,13068,2009,3501,Melanie Stansbury,Active,Building,,
VA0713,Fema Prospectus Pva-01-W105,3,430 Market St,Winchester,VA,22603,39.2248,-78.129711,162094,1986,5106,Ben Cline,Active,Building,,
KS1597,3705 Miller Pkwy,6,3705 Miller Pkwy,Manhattan,KS,66503,39.16826,-96.619291,12262,2000,2001,Tracey Mann,Active,Building,,
CA8304,15835 Monte Street,9,15835 Monte St,Sylmar,CA,91342,34.3110501,-118.47529,10361,2008,629,Tony Cardenas,Active,Building,,
FL1005,9450 Koger Boulevard,4,9450 Koger Blvd N,Saint Petersburg,FL,33702,27.858492,-82.641659,30426,1973,1214,Kathy Castor,Active,Building,,
VA0112,Fullerton Inds Park,11,7943 Cluny Ct,Springfield,VA,22153,38.74311,-77.207591,117307,1974,5111,Gerald Connolly,Active,Building,,
CO1976,"1670 Broadway Investors, Llc",8,1670 Broadway,Denver,CO,80202,39.74209,-104.987,86809,2000,801,Diana DeGette,Active,Building,,
NY7615,"672 Parkside Ave., Brooklyn, Ny",2,672 Parkside Ave,Brooklyn,NY,11226,40.65596,-73.950771,15912,2000,3609,Yvette Clarke,Active,Building,,
SC2137,319 Pelham Road,4,319 Pelham Rd,Greenville,SC,29615,34.86378,-82.341871,18208,2000,4504,William Timmons,Active,Building,,
ME4227,11 High St (Formerly 12 Kelleran St),1,11 High St,Houlton,ME,4730,46.123704,-67.834391,4596,2000,2302,Jared Golden,Active,Building,,
CA8372,Waterside Center,9,3200 E Guasti Rd,Ontario,CA,91761,34.06509,-117.58176,8508,2000,635,Norma Torres,Active,Building,,
PA0774,Cranberry Plaza Ii,3,80 Regina Dr,Cranberry,PA,16319,41.3496245,-79.716273,7722,2000,4215,Glenn Thompson,Active,Building,,
GA1116,"Ssa Building, Alpharetta, Ga",4,Old Milton Pkwy,Alpharetta,GA,30022,34.0588191,-84.235226,19574,2000,1306,Richard McCormick,Active,Building,,
WA7882,Columbia Tech Center Bldg #16,10,1211 Se Cardinal Ct,Vancouver,WA,98683,45.6121501,-122.49456,19008,2004,5303,Marie Perez,Active,Building,,
CA7749,San Mateo South City Warehouse,9,1070 San Mateo Ave,South San Francisco,CA,94080,37.637388,-122.40903,34860,2008,615,Kevin Mullin,Active,Building,,
CA5986,Square One Office Plaza,9,4542 Ruffner St,San Diego,CA,92111,32.82301,-117.15759,4877,1987,651,Sara Jacobs,Active,Building,,
NV7109,Vac Barn,9,7080 La Cienega St,Las Vegas,NV,89119,36.06072,-115.16055,3160,2000,3203,Susie Lee,Active,Building,,
GA2474,"Lafayette Center, Lagrange, Ga",4,1300 Lafayette Pkwy,Lagrange,GA,30241,33.04071,-84.996464,7365,2000,1303,A. Ferguson,Active,Building,,
CA0340,Sylpoe Narcotics/Seizure Bldg,9,795 E San Ysidro Blvd,San Ysidro,CA,92173,32.543595,-117.02883,6294.12,2014,652,Juan Vargas,Active,Building,,
WI1738,New Irs Location,5,440 Security Blvd,Green Bay,WI,54313,44.55382,-88.109961,8605,2008,5508,Mike Gallagher,Active,Building,,
CA7712,Hewson Properties,9,11900 Gilbert St,Garden Grove,CA,92841,33.79006,-117.96687,11938,2007,645,Michelle Steel,Active,Building,,
VA0535,First Campbell Square,3,210 1St St Sw,Roanoke,VA,24011,37.27172,-79.942342,29566,2000,5106,Ben Cline,Active,Building,,
WV0313,Irene M. Keeley United States Courthouse,3,500 W Pike St,Clarksburg,WV,26301,39.28182,-80.343361,79276.13,1932,5402,Alexander Mooney,Active,Building,,
TX0956,Usbs Bota El Paso Fast Lane Exit Booth,7,3600 E Paisano Dr,El Paso,TX,79905,31.765317,-106.44842,33.75,1967,4816,Veronica Escobar,Active,Structure,,
AR1227,3822 Airport Drive Plaza,7,3822 Airport Plz,Texarkana,AR,71854,33.45802,-94.001071,8100,2000,504,Bruce Westerman,Active,Building,,
ID4271,Park Center Building,10,897 E Park Blvd,Boise,ID,83712,43.6031036,-116.18934,5618,2000,1602,Michael Simpson,Active,Building,,
PA0976,Butz Corporate Center,3,840 W Hamilton St,Allentown,PA,18101,40.6013065,-75.474694,908.5,2000,4207,Susan Wild,Active,Building,,
UT1533,2511 S. West Temple,8,2511 S West Temple,South Salt Lake,UT,84115,40.716162,-111.893409,13381,2000,4902,Chris Stewart,Active,Building,,
AL2308,"Ssa Bldg, Anniston, Al",4,801 Quintard Ave,Anniston,AL,36201,33.6545684,-85.826451,11420,2000,103,Mike Rogers,Active,Building,,
SC2103,Hollings Hall,4,69 Hagood Ave,Charleston,SC,29403,32.793,-79.957541,29874,2000,4506,James Clyburn,Active,Building,,
CO2046,Pueblo Bank & Trust,8,415 E Pikes Peak Ave,Colorado Springs,CO,80903,38.83345,-104.817,12015.12,2007,805,Doug Lamborn,Active,Building,,
GA2714,102 E Main,4,102 E Main St,Cartersville,GA,30120,34.16612,-84.794111,5195,2000,1311,Barry Loudermilk,Active,Building,,
MA6024,8 Rosenfeld Drive,1,8 Rosenfeld Dr,Hopedale,MA,1747,42.105288,-71.517143,9000,2000,2504,Jake Auchincloss,Active,Building,,
OR6695,Parkrose Business Center,10,11811 Ne Sumner St,Portland,OR,97220,45.5616842,-122.54158,3940,2000,4103,Earl Blumenauer,Active,Building,,
LA1514,149 W 18Th St,7,149 W 18Th St,Lake Charles,LA,70601,30.20535,-93.221341,9000,2013,2203,Clay Higgins,Active,Building,,
SC2169,Beach Forest Village,4,1975 Castle Rock Dr,Sumter,SC,29153,33.9755832,-80.395356,3529,2000,4505,Ralph Norman,Active,Building,,
TX2533,Commerce Square Business Park,7,3322 S. Sw Loop 323,Tyler,TX,75701,32.3238363,-95.297982,178,2000,4801,Nathaniel Moran,Active,Building,,
GA1208,1900 Century Place,4,1900 Century Pl Ne,Atlanta,GA,30345,33.84882,-84.310771,3354,2000,1304,Henry Johnson,Active,Building,,
ID4352,Joslin Field,10,492 Airport Loop,Twin Falls,ID,83301,42.483377,-114.48459,830,2000,1602,Michael Simpson,Active,Building,,
MS1004,Desert Cove,4,108 Desert Cv,Saltillo,MS,38866,34.378623,-88.695932,5210,2000,2801,Trent Kelly,Active,Building,,
